 awaiting normal unedited regular blocks and transition faces at each LOD	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[7,7,0]" vertices=359 indices=1695 triangles=565 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1500.022 maxEdgeCells=1.465 observedMin=229376,243260,0 observedMax=262144,262144,904.4064 expectedMin=229376,229376,0 expectedMax=262144,262144,32768	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:NegativeY:C[-1,2,-31]" vertices=136 indices=141 triangles=47 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=37.983 maxEdgeCells=1.187 observedMin=-1024,2048,-31464.88 observedMax=0,2048,-31059.21 expectedMin=-1024,2048,-31744 expectedMax=0,2048,-30720	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:PositiveX:C[-3,0,-31]" vertices=65 indices=72 triangles=24 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=43.661 maxEdgeCells=1.364 observedMin=-2048,691.3391,-31064.85 observedMax=-2048,1024,-30720 expectedMin=-2048,0,-31744 expectedMax=-2048,1024,-30720	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:NegativeY:C[-2,2,-31]" vertices=123 indices=123 triangles=41 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=36.644 maxEdgeCells=1.145 observedMin=-2048,2048,-31473.96 observedMax=-1024,2048,-31220.71 expectedMin=-2048,2048,-31744 expectedMax=-1024,2048,-30720	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:NegativeY:C[-1,2,-29]" vertices=106 indices=123 triangles=41 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=32.183 maxEdgeCells=1.006 observedMin=-1024,2048,-28908.87 observedMax=0,2048,-28819.43 expectedMin=-1024,2048,-29696 expectedMax=0,2048,-28672	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:NegativeX:C[2,-2,-30]" vertices=50 indices=48 triangles=16 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=38.083 maxEdgeCells=1.19 observedMin=2048,-2048,-29888.81 observedMax=2048,-1729.276,-29696 expectedMin=2048,-2048,-30720 expectedMax=2048,-1024,-29696	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:NegativeZ:C[1,0,-28]" vertices=89 indices=87 triangles=29 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=41.287 maxEdgeCells=1.29 observedMin=1901.745,0,-28672 observedMax=2048,534.9262,-28672 expectedMin=1024,0,-28672 expectedMax=2048,1024,-28672	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:NegativeY:C[-2,2,-29]" vertices=112 indices=120 triangles=40 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=34.374 maxEdgeCells=1.074 observedMin=-2048,2048,-28913.05 observedMax=-1024,2048,-28768.41 expectedMin=-2048,2048,-29696 expectedMax=-1024,2048,-28672	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:1:PositiveY:C[1,-3,-29]" vertices=203 indices=231 triangles=77 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=44.507 maxEdgeCells=1.391 observedMin=1224.79,-2048,-29696 observedMax=2048,-2048,-29037.67 expectedMin=1024,-2048,-29696 expectedMax=2048,-2048,-28672	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:NegativeX:C[4,-1,-16]" vertices=100 indices=102 triangles=34 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=75.935 maxEdgeCells=1.186 observedMin=8192,-2048,-32768 observedMax=8192,-1405.11,-30815.21 expectedMin=8192,-2048,-32768 expectedMax=8192,0,-30720	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:PositiveY:C[-2,-5,-15]" vertices=121 indices=123 triangles=41 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=77.708 maxEdgeCells=1.214 observedMin=-4096,-8192,-29484.85 observedMax=-2378.997,-8192,-28672 expectedMin=-4096,-8192,-30720 expectedMax=-2048,-8192,-28672	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:PositiveY:C[-1,-5,-14]" vertices=102 indices=105 triangles=35 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=89.134 maxEdgeCells=1.393 observedMin=-1193.058,-8192,-28482.72 observedMax=-865.7062,-8192,-27734.62 expectedMin=-2048,-8192,-28672 expectedMax=0,-8192,-26624	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:PositiveY:C[-2,-5,-14]" vertices=189 indices=222 triangles=74 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=84.55 maxEdgeCells=1.321 observedMin=-4096,-8192,-28672 observedMax=-2181.154,-8192,-27136.51 expectedMin=-4096,-8192,-28672 expectedMax=-2048,-8192,-26624	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:PositiveX:C[-5,-4,-16]" vertices=26 indices=24 triangles=8 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=67.314 maxEdgeCells=1.052 observedMin=-8192,-8192,-31142.05 observedMax=-8192,-8114.183,-30720 expectedMin=-8192,-8192,-32768 expectedMax=-8192,-6144,-30720	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:PositiveY:C[-4,-5,-16]" vertices=56 indices=78 triangles=26 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=76.635 maxEdgeCells=1.197 observedMin=-8192,-8192,-31142.87 observedMax=-7477.349,-8192,-30720 expectedMin=-8192,-8192,-32768 expectedMax=-6144,-8192,-30720	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:NegativeX:C[4,-4,-16]" vertices=151 indices=168 triangles=56 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=75.385 maxEdgeCells=1.178 observedMin=8192,-8192,-32701.51 observedMax=8192,-7044.927,-30720 expectedMin=8192,-8192,-32768 expectedMax=8192,-6144,-30720	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:2:PositiveY:C[3,-5,-15]" vertices=119 indices=123 triangles=41 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=79.915 maxEdgeCells=1.249 observedMin=6958.226,-8192,-30720 observedMax=8192,-8192,-29459 expectedMin=6144,-8192,-30720 expectedMax=8192,-8192,-28672	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[-1,-5,-8]" vertices=56 indices=54 triangles=18 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=134.155 maxEdgeCells=1.048 observedMin=-899.9229,-16384,-29540.4 observedMax=-540.7343,-16384,-28672 expectedMin=-4096,-16384,-32768 expectedMax=0,-16384,-28672	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[-1,-5,-7]" vertices=78 indices=84 triangles=28 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=153.691 maxEdgeCells=1.201 observedMin=-3291.759,-16384,-28672 observedMax=-540.7343,-16384,-27336.79 expectedMin=-4096,-16384,-28672 expectedMax=0,-16384,-24576	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[-2,-5,-8]" vertices=248 indices=246 triangles=82 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=165.608 maxEdgeCells=1.294 observedMin=-8192,-16384,-31238.93 observedMax=-4926.242,-16384,-28672 expectedMin=-8192,-16384,-32768 expectedMax=-4096,-16384,-28672	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[-2,-5,-7]" vertices=29 indices=21 triangles=7 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=134.406 maxEdgeCells=1.05 observedMin=-6452.305,-16384,-28672 observedMax=-6006.425,-16384,-28393.44 expectedMin=-8192,-16384,-28672 expectedMax=-4096,-16384,-24576	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[-3,-5,-8]" vertices=59 indices=57 triangles=19 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=159.889 maxEdgeCells=1.249 observedMin=-10151.2,-16384,-30677.15 observedMax=-8192,-16384,-29580.48 expectedMin=-12288,-16384,-32768 expectedMax=-8192,-16384,-28672	
2026/09/09 03:58:40.4653	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[2,-5,-8]" vertices=62 indices=48 triangles=16 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=140.662 maxEdgeCells=1.099 observedMin=10416.16,-16384,-32518.85 observedMax=11400.59,-16384,-30824.58 expectedMin=8192,-16384,-32768 expectedMax=12288,-16384,-28672	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveX:C[-5,-4,-6]" vertices=5 indices=9 triangles=3 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=99.42 maxEdgeCells=0.777 observedMin=-16384,-16384,-21484.02 observedMax=-16384,-16259.88,-21384.6 expectedMin=-16384,-16384,-24576 expectedMax=-16384,-12288,-20480	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:3:PositiveY:C[-4,-5,-5]" vertices=222 indices=216 triangles=72 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=154.319 maxEdgeCells=1.206 observedMin=-16384,-16384,-19741.89 observedMax=-14384.3,-16384,-16638.7 expectedMin=-16384,-16384,-20480 expectedMax=-12288,-16384,-16384	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:NegativeZ:C[0,0,0]" vertices=24 indices=24 triangles=8 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=261.669 maxEdgeCells=1.022 observedMin=7993.538,0,0 observedMax=8192,1926.159,0 expectedMin=0,0,0 expectedMax=8192,8192,0	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:NegativeZ:C[-2,1,0]" vertices=208 indices=213 triangles=71 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=336.99 maxEdgeCells=1.316 observedMin=-16384,11771.21,0 observedMax=-8192,16346.54,0 expectedMin=-16384,8192,0 expectedMax=-8192,16384,0	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:NegativeZ:C[-3,-1,0]" vertices=84 indices=84 triangles=28 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=336.268 maxEdgeCells=1.314 observedMin=-22628.86,-7181.763,0 observedMax=-18114.23,-5089.094,0 expectedMin=-24576,-8192,0 expectedMax=-16384,0,0	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:NegativeY:C[-2,4,-2]" vertices=39 indices=45 triangles=15 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=286.823 maxEdgeCells=1.12 observedMin=-13865.21,32768,-16384 observedMax=-12278.2,32768,-15461.79 expectedMin=-16384,32768,-16384 expectedMax=-8192,32768,-8192	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:NegativeY:C[-1,4,-1]" vertices=100 indices=54 triangles=18 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=256.852 maxEdgeCells=1.003 observedMin=-8192,32768,-598.3743 observedMax=0,32768,-485.361 expectedMin=-8192,32768,-8192 expectedMax=0,32768,0	
2026/09/09 03:58:40.4823	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:PositiveX:C[-5,-4,-4]" vertices=180 indices=276 triangles=92 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=325.741 maxEdgeCells=1.272 observedMin=-32768,-32768,-32226.68 observedMax=-32768,-24576,-24576 expectedMin=-32768,-32768,-32768 expectedMax=-32768,-24576,-24576	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:NegativeY:C[2,4,-1]" vertices=278 indices=300 triangles=100 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=330.01 maxEdgeCells=1.289 observedMin=16384,32768,-6925.448 observedMax=24576,32768,-245.9171 expectedMin=16384,32768,-8192 expectedMax=24576,32768,0	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:4:PositiveY:C[-4,-5,-1]" vertices=256 indices=246 triangles=82 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=322.517 maxEdgeCells=1.26 observedMin=-32768,-32768,-7114.042 observedMax=-27847.07,-32768,-217.902 expectedMin=-32768,-32768,-8192 expectedMax=-24576,-32768,0	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:NegativeY:C[-1,4,-2]" vertices=182 indices=198 triangles=66 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=635.156 maxEdgeCells=1.241 observedMin=-16384,65536,-32768 observedMax=-6898.455,65536,-17993.23 expectedMin=-16384,65536,-32768 expectedMax=0,65536,-16384	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:NegativeX:C[4,0,-1]" vertices=16 indices=18 triangles=6 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=356.639 maxEdgeCells=0.697 observedMin=65536,13478.74,-4231.854 observedMax=65536,14615.9,-1504.525 expectedMin=65536,0,-16384 expectedMax=65536,16384,0	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:NegativeX:C[4,-2,-2]" vertices=331 indices=381 triangles=127 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=638.36 maxEdgeCells=1.247 observedMin=65536,-29840.56,-32081.75 observedMax=65536,-16596.16,-16384 expectedMin=65536,-32768,-32768 expectedMax=65536,-16384,-16384	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:PositiveX:C[-5,-1,0]" vertices=114 indices=108 triangles=36 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=652.418 maxEdgeCells=1.274 observedMin=-65536,-16384,372.7556 observedMax=-65536,0,2779.815 expectedMin=-65536,-16384,0 expectedMax=-65536,0,16384	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:PositiveX:C[-5,-2,0]" vertices=105 indices=105 triangles=35 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=580.665 maxEdgeCells=1.134 observedMin=-65536,-32768,523.6102 observedMax=-65536,-16384,2046.687 expectedMin=-65536,-32768,0 expectedMax=-65536,-16384,16384	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:PositiveX:C[-5,-3,0]" vertices=111 indices=105 triangles=35 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=582.635 maxEdgeCells=1.138 observedMin=-65536,-49152,321.4186 observedMax=-65536,-32768,2046.687 expectedMin=-65536,-49152,0 expectedMax=-65536,-32768,16384	
2026/09/09 03:58:40.4968	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:PositiveX:C[-5,3,-1]" vertices=534 indices=585 triangles=195 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=643.529 maxEdgeCells=1.257 observedMin=-65536,49152,-16384 observedMax=-65536,65536,0 expectedMin=-65536,49152,-16384 expectedMax=-65536,65536,0	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:5:PositiveY:C[3,-5,0]" vertices=105 indices=99 triangles=33 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=530.347 maxEdgeCells=1.036 observedMin=49152,-65536,141.4142 observedMax=65536,-65536,807.3525 expectedMin=49152,-65536,0 expectedMax=65536,-65536,16384	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:NegativeY:C[-1,4,-1]" vertices=126 indices=12 triangles=4 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1032.619 maxEdgeCells=1.008 observedMin=-32768,131072,-9359.397 observedMax=0,131072,-2019.494 expectedMin=-32768,131072,-32768 expectedMax=0,131072,0	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:PositiveX:C[-5,-1,0]" vertices=108 indices=120 triangles=40 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1070.018 maxEdgeCells=1.045 observedMin=-131072,-32768,0 observedMax=-131072,0,1295.18 expectedMin=-131072,-32768,0 expectedMax=-131072,0,32768	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:NegativeY:C[1,4,-1]" vertices=168 indices=150 triangles=50 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1315.508 maxEdgeCells=1.285 observedMin=32768,131072,-30724.56 observedMax=65536,131072,-595.7784 expectedMin=32768,131072,-32768 expectedMax=65536,131072,0	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:NegativeX:C[4,1,0]" vertices=106 indices=108 triangles=36 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1049.353 maxEdgeCells=1.025 observedMin=131072,32768,374.9305 observedMax=131072,65536,1029.749 expectedMin=131072,32768,0 expectedMax=131072,65536,32768	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:PositiveX:C[-5,-3,-1]" vertices=185 indices=165 triangles=55 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1132.465 maxEdgeCells=1.106 observedMin=-131072,-98304,-32768 observedMax=-131072,-65536,0 expectedMin=-131072,-98304,-32768 expectedMax=-131072,-65536,0	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:PositiveX:C[-5,-3,0]" vertices=7 indices=3 triangles=1 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1027.012 maxEdgeCells=1.003 observedMin=-131072,-66754.88,0 observedMax=-131072,-65536,94.8313 expectedMin=-131072,-98304,0 expectedMax=-131072,-65536,32768	
2026/09/09 03:58:40.5136	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:PositiveX:C[-5,-4,-1]" vertices=489 indices=504 triangles=168 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1398.15 maxEdgeCells=1.365 observedMin=-131072,-131072,-32768 observedMax=-131072,-98304,-1346.446 expectedMin=-131072,-131072,-32768 expectedMax=-131072,-98304,0	
2026/09/09 03:58:40.5290	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="Transition:6:NegativeX:C[4,3,0]" vertices=98 indices=90 triangles=30 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1024.008 maxEdgeCells=1 observedMin=131072,98304,114.005 observedMax=131072,131072,142.4876 expectedMin=131072,98304,0 expectedMax=131072,131072,32768	
